paper,article_types,new_id,pm_central_id,abstract,value,hypothesis_sentence,hypothesis_entities,clean_hypothesis_entities,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,entity_25,entity_26,entity_27,entity_28,entity_29,entity_30
http://ns.inria.fr/covid19/PMC3838609,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3838609#Hypothesis,PMC3838609,http://ns.inria.fr/covid19/PMC3838609#abstract,"Light entrains normal circadian rhythms of physiology and metabolism in all mammals. Previous studies from our laboratory demonstrated that spectral transmittance (color) of light passing through cages affects these responses in rats. Here, we addressed the hypothesis that red tint alters the circadian nocturnal melatonin signal and circadian oscillation of other metabolic and physiologic functions. Female nude rats (Hsd:RH-Foxn1(rnu); n = 12 per group) were maintained on a 12:12-h light (300 lx; 123.0 μW/cm(2); lights on 0600):dark regimen in standard polycarbonate translucent clear or red-tinted cages. After 1 wk, rats underwent 6 low-volume blood draws via cardiocentesis over a 4-wk period. Plasma melatonin levels were low during the light phase (1.0 ± 0.2 pg/mL) in rats in both types of cages but were significantly lower in red-tinted (105.0 ± 2.4 pg/mL) compared with clear (154.8 ± 3.8 pg/mL) cages during the dark. Normal circadian rhythm of plasma total fatty acid was identical between groups. Although phase relationships of circadian rhythms in glucose, lactic acid, pO(2), and pCO(2) were identical between groups, the levels of these analytes were lower in rats in red-tinted compared with clear cages. Circadian rhythms of plasma corticosterone, insulin, and leptin were altered in terms of phasing, amplitude, and duration in rats in red-tinted compared with clear cages. These findings indicate that spectral transmittance through red-colored cages significantly affects circadian regulation of neuroendocrine, metabolic, and physiologic parameters, potentially influencing both laboratory animal health and wellbeing and scientific outcomes.","Here, we addressed the hypothesis that red tint alters the circadian nocturnal melatonin signal and circadian oscillation of other metabolic and physiologic functions.","['the_hypothesis', 'red_tint', 'the_circadian_nocturnal_melatonin_signal', 'circadian_oscillation', 'other_metabolic_and_physiologic_functions']","['the hypothesis', 'red tint', 'the circadian nocturnal melatonin signal', 'circadian oscillation', 'other metabolic and physiologic functions']",the hypothesis,red tint,the circadian nocturnal melatonin signal,circadian oscillation,other metabolic and physiologic functions,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/7671df838f978a12b1cf45e324085c22c3a98d0e,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6360098#Hypothesis,PMC6360098,http://ns.inria.fr/covid19/7671df838f978a12b1cf45e324085c22c3a98d0e#abstract,"Abstract Background Upper respiratory tract viral infections cause asthma exacerbations in children. However, the impact of natural colds on children with asthma in the community, particularly in the high-risk urban environment, is less well defined. Objective We hypothesized that children with high-symptom upper respiratory viral infections have reduced airway function and greater respiratory tract inflammation than children with virus-positive low-symptom illnesses or virus-negative upper respiratory tract symptoms. Methods We studied 53 children with asthma from Detroit, Michigan, during scheduled surveillance periods and self-reported respiratory illnesses for 1 year. Symptom score, spirometry, fraction of exhaled nitric oxide (FeNO), and nasal aspirate biomarkers, and viral nucleic acid and rhinovirus (RV) copy number were assessed. Results Of 658 aspirates collected, 22.9% of surveillance samples and 33.7% of respiratory illnesses were virus-positive. Compared with the virus-negative asymptomatic condition, children with severe colds (symptom score ≥5) showed reduced forced expiratory flow at 25% to 75% of the pulmonary volume (FEF25%-75%), higher nasal messenger RNA expression of C-X-C motif chemokine ligand (CXCL)-10 and melanoma differentiation-associated protein 5, and higher protein abundance of CXCL8, CXCL10 and C-C motif chemokine ligands (CCL)-2, CCL4, CCL20, and CCL24. Children with mild (symptom score, 1-4) and asymptomatic infections showed normal airway function and fewer biomarker elevations. Virus-negative cold-like illnesses demonstrated increased FeNO, minimal biomarker elevation, and normal airflow. The RV copy number was associated with nasal chemokine levels but not symptom score. Conclusion Urban children with asthma with high-symptom respiratory viral infections have reduced FEF25%-75% and more elevations of nasal biomarkers than children with mild or symptomatic infections, or virus-negative illnesses.",We hypothesized that children with high-symptom upper respiratory viral infections have reduced airway function and greater respiratory tract inflammation than children with virus-positive low-symptom illnesses or virus-negative upper respiratory tract symptoms.,"['children', 'high-symptom_upper_respiratory_viral_infections', 'airway_function', 'greater_respiratory_tract_inflammation', 'children', 'virus-positive_low-symptom_illnesses', 'virus-negative_upper_respiratory_tract_symptoms']","['children', 'high-symptom upper respiratory viral infections', 'airway function', 'greater respiratory tract inflammation', 'children', 'virus-positive low-symptom illnesses', 'virus-negative upper respiratory tract symptoms']",children,high-symptom upper respiratory viral infections,airway function,greater respiratory tract inflammation,children,virus-positive low-symptom illnesses,virus-negative upper respiratory tract symptoms,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/406a1e3d5a2a2e995ed5a845edbfde515445dd0a,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/406a1e3d5a2a2e995ed5a845edbfde515445dd0a#Hypothesis,,http://ns.inria.fr/covid19/406a1e3d5a2a2e995ed5a845edbfde515445dd0a#abstract,"Abstract Murine retinal glia are normally negative for major histocompatibility complex (MHC) Class II antigens and express low levels of MHC Class I and intercellular adhesion molecule-1 (ICAM-1) as detected by avidin-biotin-peroxidase immunohistochemistry. These surface molecules associated with immune function were either induced (Class II) or upregulated (Class I and ICAM-1) on cultured retinal glial cells in a dose- and time-dependent manner following exposure to recombinant Interferonγ (rIFN-γ). MHC Class I and II expression by passaged and primary cells was maximal (> 90% positive) after incubation with 100 U/ml of rlFN-y for 48 h. ICAM-1 expression by primary and passaged cells tripled between 48 and 72 h after exposure to 25 or 50 U/ml of rIFN-γ. By 72 h after exposure to 100 U/ml of rIFN-y, 62% of the retinal glia were positive for ICAM-1, whereas under normal culture conditions these molecules were detected on < 3% of the retinal glia. Bacterial lipopolysaccharide (LPS), a known stimulator of central nervous system (CMS) astrocytes, increased ICAM-1 expression only 3-fold to 9% of cells staining positively, but neither MHC Class I nor Class II expression was altered from baseline levels. Surface expression of ICAM-1, MHC Class I, and MHC Class II was unaffected by exposure to either rTNF-α (1000 U/ml) or rIL-6 (100 U/ml) for 24 h. Under normal culture conditions, intracellular interleukin-6 (IL-6) and tumor necrosis factor-α (TNF-α) were detected immunohistochemically. Exposure to either rIFN-γ or LPS induced more intense staining which correlated with increased secreted levels of both cytokines in culture supernatants. Levels of secreted TNF-α increased 6-fold after stimulation with LPS for 24 h, while secreted IL-6 increased over 9-fold. These results support the hypothesis that retinal glia may participate in intraretinal immune processes following stimulation during inflammatory and infectious processes via either cell surface- or soluble mediator-dependent mechanisms or a combination of both.",These results support the hypothesis that retinal glia may participate in intraretinal immune processes following stimulation during inflammatory and infectious processes via either cell surface- or soluble mediator-dependent mechanisms or a combination of both.,"['These_results', 'the_hypothesis', 'retinal_glia', 'intraretinal_immune_processes', 'stimulation', 'either_cell', 'surface-', 'soluble mediator - dependent mechanisms', 'a combination']","['These results', 'the hypothesis', 'retinal glia', 'intraretinal immune processes', 'stimulation', 'either cell', 'surface-', 'soluble mediator - dependent mechanisms', 'a combination']",These results,the hypothesis,retinal glia,intraretinal immune processes,stimulation,either cell,surface-,soluble mediator - dependent mechanisms,a combination,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/53d4687229c3d2940589c42fa3038ddc8712808b,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/53d4687229c3d2940589c42fa3038ddc8712808b#Hypothesis,,http://ns.inria.fr/covid19/53d4687229c3d2940589c42fa3038ddc8712808b#abstract,"The COVID-19 pandemic has shown a markedly low proportion of cases among children. Age disparities in observed cases could be explained by assortative mixing patterns and reactive school closures which decrease mixing between children, or by children exhibiting lower susceptibility to infection, or by children having a lower propensity to show clinical symptoms. We formally test these hypotheses by fitting an age-structured mathematical model to epidemic data from six countries, finding strong age dependence in the probability of developing clinical symptoms, rising from around 20% in under 10s to over 70% in older adults. We find that interventions aimed at halting transmission in children may have minimal effects on preventing cases depending on the relative transmissibility of subclinical infections. Our estimated age-specific clinical fraction has implications for the expected global burden of clinical cases because of demographic differences across settings. In younger populations, the expected clinical attack rate would be lower, although it is likely that comorbidities in low-income countries will affect disease severity. Without effective control measures, regions with older populations may see disproportionally more clinical cases, particularly in the later stages of the pandemic.","We formally test these hypotheses by fitting an age-structured mathematical model to epidemic data from six countries, finding strong age dependence in the probability of developing clinical symptoms, rising from around 20% in under 10s to over 70% in older adults.","['these_hypotheses', 'fitting an_age-structured_mathematical_model', 'epidemic_data', 'six_countries', 'strong_age_dependence', 'the_probability', 'clinical_symptoms', 'around_20%', '10s', 'over_70%']","['these hypotheses', 'fitting an age-structured mathematical model', 'epidemic data', 'six countries', 'strong age dependence', 'the probability', 'clinical symptoms', 'around 20%', '10s', 'over 70%']",these hypotheses,fitting an age-structured mathematical model,epidemic data,six countries,strong age dependence,the probability,clinical symptoms,around 20%,10s,over 70%,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/1a537a4d664e3ee6f53bbb7566e4837f31945b8d,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2900379#Hypothesis,PMC2900379,http://ns.inria.fr/covid19/1a537a4d664e3ee6f53bbb7566e4837f31945b8d#abstract,"Multiple sclerosis (MS) is an inflammatory, demyelinating, central nervous system disease mediated by myelin-specific T cells. Environmental triggers that cause a breakdown of myelin-specific T cell tolerance are unknown. We found that CD8(+) myelin basic protein (MBP)-specific T cell tolerance can be broken and autoimmunity induced by infection with a virus that does not express MBP cross-reactive epitopes and does not depend on bystander activation. Instead, the virus activated dual T cell receptor (TCR)-expressing T cells capable of recognizing both MBP and viral antigens. These results demonstrate the importance of dual TCR T cells in autoimmunity and suggest a mechanism by which a ubiquitous viral infection could trigger autoimmunity in a subset of infected individuals, as hypothesized in the etiology of MS.","These results demonstrate the importance of dual TCR T cells in autoimmunity and suggest a mechanism by which a ubiquitous viral infection could trigger autoimmunity in a subset of infected individuals, as hypothesized in the etiology of MS.","['These_results', 'the_importance', 'dual_TCR_T_cells', 'autoimmunity', 'a_mechanism', 'a_ubiquitous_viral_infection', 'autoimmunity', 'a_subset', 'infected_individuals', 'the_etiology', 'MS']","['These results', 'the importance', 'dual TCR T cells', 'autoimmunity', 'a mechanism', 'a ubiquitous viral infection', 'autoimmunity', 'a subset', 'infected individuals', 'the etiology', 'MS']",These results,the importance,dual TCR T cells,autoimmunity,a mechanism,a ubiquitous viral infection,autoimmunity,a subset,infected individuals,the etiology,MS,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/d55f09671ad483ed5c25dbff97c970e08c6be947,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2797785#Hypothesis,PMC2797785,http://ns.inria.fr/covid19/d55f09671ad483ed5c25dbff97c970e08c6be947#abstract,"BACKGROUND: DC-SIGNR (also called CD209L) has been extensively studied on its role in host genetic predisposition to viral infection. In particular, variable number tandem repeat (VNTR) of the neck-region of DC-SIGNR is highly polymorphic and the polymorphism has been investigated for genetic predisposition to various infectious diseases, though conflicting results had been reported. As infection is a major cause of human death and a mechanism of natural selection, we hypothesized that VNTR polymorphism of DC-SIGNR might have an effect on human life span. METHODS: Here we collected 361 peri-centenarian individuals (age ≥94 for female and age ≥90 for male) and 342 geographically matched controls (age 22-53, mean 35.0 ± 12.0) from Han Chinese. The VNTR polymorphism of the neck region was determined by PCR and genotype was called by separating the PCR products in agarose gel. RESULTS: A total of 11 genotypes and 5 alleles were found in our population. The genotype distribution, allele frequencies and homozygote proportion did not show a significant difference between peri-centenarian and control group. As gender differences in lifespan are ubiquitously observed throughout the animal kingdom, we then stratified the samples by gender. There was more 6/7 genotypes in female peri-centenarian group than that in female control group, at a marginal level of significance (5.56 vs. 1.28%, p = 0.041). The difference was not significant after correction by Bonferroni method. It suggests a possible differential effect of DC-SIGNR VNTR genotypes between sexes. Further studies are warranted to confirm our preliminary findings and investigate the mechanisms of the underlying functions. CONCLUSIONS: Our study indicated that there was absence of association between the neck region polymorphism of DC-SIGNR and longevity in Han Chinese population. But the question of whether the DC-SIGNR could affect longevity in a gender-specific pattern remains open.","As infection is a major cause of human death and a mechanism of natural selection, we hypothesized that VNTR polymorphism of DC-SIGNR might have an effect on human life span.","['infection', 'a_major_cause', 'human_death', 'a_mechanism', 'natural_selection', 'VNTR_polymorphism', 'DC-SIGNR', 'an_effect', 'human_life_span']","['infection', 'a major cause', 'human death', 'a mechanism', 'natural selection', 'VNTR polymorphism', 'DC-SIGNR', 'an effect', 'human life span']",infection,a major cause,human death,a mechanism,natural selection,VNTR polymorphism,DC-SIGNR,an effect,human life span,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/fd5e3020671499cde830bd25de618009ece0af13,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2990691#Hypothesis,PMC2990691,http://ns.inria.fr/covid19/fd5e3020671499cde830bd25de618009ece0af13#abstract,"BACKGROUND: Japanese encephalitis (JE), caused by a mosquito-borne flavivirus, is endemic to the entire south-east Asian and adjoining regions. Currently no therapeutic interventions are available for JE, thereby making it one of the most dreaded encephalitides in the world. An effective way to counter the virus would be to inhibit viral replication by using anti-sense molecules directed against the viral genome. Octaguanidinium dendrimer-conjugated Morpholino (or Vivo-Morpholino) are uncharged anti-sense oligomers that can enter cells of living organisms by endocytosis and subsequently escape from endosomes into the cytosol/nuclear compartment of cells. We hypothesize that Vivo-Morpholinos generated against specific regions of 3′ or 5′ untranslated regions of JEV genome, when administered in an experimental model of JE, will have significant antiviral and neuroprotective effect. METHODOLOGY/PRINCIPAL FINDINGS: Mice were infected with JEV (GP78 strain) followed by intraperitoneal administration of Morpholinos (5 mg/kg body weight) daily for up to five treatments. Survivability of the animals was monitored for 15 days (or until death) following which they were sacrificed and their brains were processed either for immunohistochemical staining or protein extraction. Plaque assay and immunoblot analysis performed from brain homogenates showed reduced viral load and viral protein expression, resulting in greater survival of infected animals. Neuroprotective effect was observed by thionin staining of brain sections. Cytokine bead array showed reduction in the levels of proinflammatory cytokines in brain following Morpholino treatment, which were elevated after infection. This corresponded to reduced microglial activation in brain. Oxidative stress was reduced and certain stress-related signaling molecules were found to be positively modulated following Morpholino treatment. In vitro studies also showed that there was decrease in infective viral particle production following Morpholino treatment. CONCLUSIONS/SIGNIFICANCE: Administration of Vivo-Morpholino effectively resulted in increased survival of animals and neuroprotection in a murine model of JE. Hence, these oligomers represent a potential antiviral agent that merits further evaluation.","We hypothesize that Vivo-Morpholinos generated against specific regions of 3′ or 5′ untranslated regions of JEV genome, when administered in an experimental model of JE, will have significant antiviral and neuroprotective effect.","['Vivo-Morpholinos', 'specific_regions', '3′_or_5′_untranslated_regions', 'JEV', 'an_experimental_model', 'JE']","['Vivo-Morpholinos', 'specific regions', '3′ or 5′ untranslated regions', 'JEV', 'an experimental model', 'JE']",Vivo-Morpholinos,specific regions,3′ or 5′ untranslated regions,JEV,an experimental model,JE,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/e62f6de9bc9588f663d52ae7d998bbe160485d48,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4399110#Hypothesis,PMC4399110,http://ns.inria.fr/covid19/e62f6de9bc9588f663d52ae7d998bbe160485d48#abstract,"BACKGROUND: Hantaviruses are emerging zoonotic pathogens which cause hemorrhagic fever with renal syndrome, an immune-mediated pathogenesis is discussed. The aim of the present study was to investigate the role of TGF-β expression in acute hantavirus infection. RESULTS: We retrospectively studied 77 patients hospitalised with acute Puumala infection during a hantavirus epidemic in Germany in 2012. Hantavirus infection was confirmed by positive anti-Puumala hantavirus IgG and IgM. Plasma levels of transforming growth factor (TGF)-β1 and TGF-β2 were analysed. Based on glomerular filtration rate on admission, patients were divided in mild and severe course of disease. Puumala virus RNA was detected by PCR amplification of the viral L segment gene. Out of 77 Puumala virus infected patients, 52 (68%) were male. A seasonal distribution was detected in our cohort with a peak in summer 2012, the highest incidence was observed in the age group of 30–39 years. Puumala virus RNA was detectable in 4/77 cases. Patients with severe disease had a significant longer hospital stay than patients with mild disease (6.2 vs 3.6 days). Thrombocyte count (186 vs 225 per nl), serum TGF-β1 (74 vs 118 ng/l) and TGF-β2 (479 vs 586 pg/l) were significantly lower in severe compared to mild disease. However, C-reactive protein (CRP) was significantly higher in patients with severe disease (62 vs 40 mg/l). TGF-β1/Cr was the most sensitive and specific marker associated with renal dysfunction. CONCLUSION: High serum CRP and low serum TGF-β in the early phase of hantavirus infection is associated with a severe course of disease. Our results support the hypothesis of an immune-mediated pathogenesis in hantavirus infection.",Our results support the hypothesis of an immune-mediated pathogenesis in hantavirus infection.,"['Our_results', 'the_hypothesis', 'hantavirus_infection']","['Our results', 'the hypothesis', 'hantavirus infection']",Our results,the hypothesis,hantavirus infection,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/PMC4451400,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4451400#Hypothesis,PMC4451400,http://ns.inria.fr/covid19/PMC4451400#abstract,"The most severe complication of influenza is viral pneumonia, which can lead to the acute respiratory distress syndrome. Alveolar epithelial cells (AECs) are the first cells that influenza virus encounters upon entering the alveolus. Infected epithelial cells produce cytokines that attract and activate neutrophils and macrophages, which in turn induce damage to the epithelial-endothelial barrier. Hepatocyte growth factor (HGF)/c-Met and transforming growth factor-α (TGF-α)/epidermal growth factor receptor (EGFR) are well known to regulate repair of damaged alveolar epithelium by stimulating cell migration and proliferation. Recently, TGF-α/EGFR signaling has also been shown to regulate innate immune responses in bronchial epithelial cells. However, little is known about whether HGF/c-Met signaling alters the innate immune responses and whether the innate immune responses in AECs are regulated by HGF/c-Met and TGF-α/EGFR. We hypothesized that HGF/c-Met and TGF-α/EGFR would regulate innate immune responses to influenza A virus infection in human AECs. We found that recombinant human HGF (rhHGF) and rhTGF-α stimulated primary human AECs to secrete IL-8 and granulocyte macrophage colony-stimulating factor (GM-CSF) strongly and IL-6 and monocyte chemotactic protein 1 moderately. Influenza infection stimulated the secretion of IL-8 and GM-CSF by AECs plated on rat-tail collagen through EGFR activation likely by TGF-α released from AECs and through c-Met activated by HGF secreted from lung fibroblasts. HGF secretion by fibroblasts was stimulated by AEC production of prostaglandin E(2) during influenza infection. We conclude that HGF/c-Met and TGF-α/EGFR signaling enhances the innate immune responses by human AECs during influenza infections.",We hypothesized that HGF/c-Met and TGF-α/EGFR would regulate innate immune responses to influenza A virus infection in human AECs.,"['HGF/c-Met', 'TGF-α/EGFR', 'innate', 'immune_responses', 'A_virus_infection', 'human_AECs']","['HGF/c-Met', 'TGF-α/EGFR', 'innate', 'immune responses', 'A virus infection', 'human AECs']",HGF/c-Met,TGF-α/EGFR,innate,immune responses,A virus infection,human AECs,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/6dd1ec85b2f97b3abdee90713f44171377b378cf,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/6dd1ec85b2f97b3abdee90713f44171377b378cf#Hypothesis,,http://ns.inria.fr/covid19/6dd1ec85b2f97b3abdee90713f44171377b378cf#abstract,"Abstract Arteriviruses are a family of positive-stranded RNA viruses that includes the prototypic equine arteritis virus (EAV) and porcine reproductive and respiratory syndrome virus (PRRSV). Although several vaccines against these viruses are commercially available there is room for improvement, especially in the case of PRRSV. The ability of arteriviruses to counteract the immune response is thought to decrease the efficacy of the current modified live virus vaccines. We have recently shown that the deubiquitinase (DUB) activity of EAV papain-like protease 2 (PLP2) is important for the inhibition of innate immune activation during infection. A vaccine virus lacking PLP2 DUB activity may therefore be more immunogenic and provide improved protection against subsequent challenge than its DUB-competent counterpart. To test this hypothesis, twenty Shetland mares were randomly assigned to one of three groups. Two groups were vaccinated, either with DUB-positive (n =9) or DUB-negative (n =9) recombinant EAV. The third group (n =2) was not vaccinated. All horses were subsequently challenged with the virulent KY84 strain of EAV. Both vaccine viruses proved to be replication competent in vivo. In addition, the DUB-negative virus provided a similar degree of protection against clinical disease as its DUB-positive parental counterpart. Owing to the already high level of protection provided by the parental virus, a possible improvement due to inactivation of PLP2 DUB activity could not be detected under these experimental conditions. Taken together, the data obtained in this study warrant further in vivo investigations into the potential of using DUB-mutant viruses for the improvement of arterivirus vaccines.","To test this hypothesis, twenty Shetland mares were randomly assigned to one of three groups.","['this_hypothesis', 'twenty_Shetland_mares', 'three_groups']","['this hypothesis', 'twenty Shetland mares', 'three groups']",this hypothesis,twenty Shetland mares,three groups,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/PMC1370807,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC1370807#Hypothesis,PMC1370807,http://ns.inria.fr/covid19/PMC1370807#abstract,"Ribavirin is a guanosine ribonucleoside analog that displays broad-spectrum anti-viral activity and is currently used for the treatment of some viral infections. Ribavirin has recently been proposed to also be a mimic of the 7-methyl guanosine cap found at the 5′ end of mRNAs. To obtain supporting functional data for this hypothesis, we assessed the ability of ribavirin triphosphate to interfere with the interaction between eIF4E and 7-methyl guanosine capped mRNA. In chemical cross-linking assays, cap-affinity chromatography, and cap-dependent translation assays, ribavirin was unable to function as a cap analog.","To obtain supporting functional data for this hypothesis, we assessed the ability of ribavirin triphosphate to interfere with the interaction between eIF4E and 7-methyl guanosine capped mRNA.","['functional_data', 'this_hypothesis', 'the_ability', 'ribavirin_triphosphate', 'the_interaction', 'eIF4E', 'guanosine', 'mRNA']","['functional data', 'this hypothesis', 'the ability', 'ribavirin triphosphate', 'the interaction', 'eIF4E', 'guanosine', 'mRNA']",functional data,this hypothesis,the ability,ribavirin triphosphate,the interaction,eIF4E,guanosine,mRNA,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/PMC2494775,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2494775#Hypothesis,PMC2494775,http://ns.inria.fr/covid19/PMC2494775#abstract,"Earlier work from this laboratory showed that local generation of angiotensin (ANG) II is required for the pathogenesis of experimental pulmonary fibrosis and that ANG peptides are expressed robustly in the lungs of patients with idiopathic pulmonary fibrosis (IPF). Angiotensin converting enzyme-2 (ACE-2) degrades the octapeptide ANG II to form the heptapeptide ANG1-7 and thereby limits ANG II accumulation. On this basis, we hypothesized that ACE-2 would be protective against experimental lung fibrogenesis and might be downregulated in human and experimental lung fibrosis. In lung biopsy specimens from patients with IPF, ACE-2 mRNA and enzyme activity were decreased by 92% (P < 0.01) and 74% (P < 0.05), respectively. ACE-2 mRNA and activity were also decreased similarly in the lungs of bleomycin-treated rats and C57-BL6 mice. In mice exposed to low doses of bleomycin, lung collagen accumulation was enhanced by intratracheal administration of either ACE-2-specific small interfering RNAs (siRNAs) or the peptide DX(600), a competitive inhibitor of ACE-2 (P < 0.05). Administration of either ACE-2 siRNA or DX(600) significantly increased the ANG II content of mouse lung tissue above the level induced by bleomycin alone. Coadministration of the ANG II receptor antagonist saralasin blocked the DX(600)-induced increase in lung collagen. Moreover, purified recombinant human ACE-2, delivered to mice systemically by osmotic minipump, attenuated bleomycin-induced lung collagen accumulation. Together, these data show that ACE-2 mRNA and activity are severely downregulated in both human and experimental lung fibrosis and suggest that ACE-2 protects against lung fibrogenesis by limiting the local accumulation of the profibrotic peptide ANG II.","On this basis, we hypothesized that ACE-2 would be protective against experimental lung fibrogenesis and might be downregulated in human and experimental lung fibrosis.","['this_basis', 'ACE-2', 'experimental_lung_fibrogenesis']","['this basis', 'ACE-2', 'experimental lung fibrogenesis']",this basis,ACE-2,experimental lung fibrogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/3fb9e68b962cbe9bb678fa69f66e77351bb27849,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/3fb9e68b962cbe9bb678fa69f66e77351bb27849#Hypothesis,,http://ns.inria.fr/covid19/3fb9e68b962cbe9bb678fa69f66e77351bb27849#abstract,"Abstract Background Immunosuppressive therapy for renal allograft recipients has changed substantially since the introduction of the anti-CD25 monoclonal antibody, basiliximab. We hypothesized that recent improvements in immunosuppressive treatment may reduce the incidence of osteonecrosis of the femoral head (ONFH). This study aimed to investigate transitional changes in the incidence of OFNH among renal transplant recipients by MRI. Methods Participants comprised 110 patients who had undergone renal transplantation from 2003 to 2012, during which time basiliximab was in regular use at our institute (Recent group), and 232 patients who had undergone RT between 1986 and 2003 (Past group). We compared ONFH incidence between the two groups and evaluated risk factors for ONFH, including immunosuppressants (calcineurin inhibitors, basiliximab, and/or steroids) and postoperative renal function. Results Incidence of ONFH was lower in the Recent group (0%) than in the Past group (3.4%; p = 0.043). In the Recent group, age was greater, ABO/human leukocyte antigen incompatibility was worse, while steroid dose was decreased and post-transplant renal function was improved. Cumulative methylprednisolone dose at postoperative week 2 and delayed graft function were identified as risk factors for ONFH. Conclusion Risk of ONFH after renal transplantation has fallen with the advent of regular use of basiliximab, although this agent does not appear to be a factor directly associated with the incidence of ONFH. Study design Clinical prognostic study (Level III case control study).",We hypothesized that recent improvements in immunosuppressive treatment may reduce the incidence of osteonecrosis of the femoral head (ONFH).,"['recent_improvements', 'immunosuppressive_treatment', 'osteonecrosis', 'the_femoral_head ( ONFH']","['recent improvements', 'immunosuppressive treatment', 'osteonecrosis', 'the femoral head ( ONFH']",recent improvements,immunosuppressive treatment,osteonecrosis,the femoral head ( ONFH,,,,,,,,,,,,,,,,,,,,,,,,,,
