object,pattern_match,merged_noun_chunks,merged_sent,keywords
"A diverse subset of pattern recognition receptors (PRRs) detects pathogen-associated nucleic acids to initiate crucial innate immune responses in host organisms. Reflecting their importance for host defense, pathogens encode various countermeasures to evade or inhibit these immune effectors. PRRs directly engaged by pathogen inhibitors often evolve under recurrent bouts of positive selection that have been described as molecular ‘arms races.’ Cyclic GMP-AMP synthase (cGAS) was recently identified as a key PRR. Upon binding cytoplasmic double-stranded DNA (dsDNA) from various viruses, cGAS generates the small nucleotide secondary messenger cGAMP to signal activation of innate defenses. Here we report an evolutionary history of cGAS with recurrent positive selection in the primate lineage. Recent studies indicate a high degree of structural similarity between cGAS and 2’-5’-oligoadenylate synthase 1 (OAS1), a PRR that detects double-stranded RNA (dsRNA), despite low sequence identity between the respective genes. We present comprehensive comparative evolutionary analysis of cGAS and OAS1 primate sequences and observe positive selection at nucleic acid binding interfaces and distributed throughout both genes. Our data revealed homologous regions with strong signatures of positive selection, suggesting common mechanisms employed by unknown pathogen encoded inhibitors and similar modes of evasion from antagonism. Our analysis of cGAS diversification also identified alternately spliced forms missing multiple sites under positive selection. Further analysis of selection on the OAS family in primates, which comprises OAS1, OAS2, OAS3 and OASL, suggests a hypothesis where gene duplications and domain fusion events result in paralogs that provide another means of escaping pathogen inhibitors. Together our comparative evolutionary analysis of cGAS and OAS provides new insights into distinct mechanisms by which key molecular sentinels of the innate immune system have adapted to circumvent viral-encoded inhibitors.","Further analysis of selection on the OAS family in primates, which comprises OAS1, OAS2, OAS3 and OASL, suggests a hypothesis where gene duplications and domain fusion events result in paralogs that provide another means of escaping pathogen inhibitors.","['Further_analysis', 'of', 'selection', 'on', 'the_OAS_family', 'in', 'primates', ',', 'which', 'comprises', 'OAS1', ',', 'OAS2', ',', 'OAS3', 'and', 'OASL', ',', 'suggests', 'a_hypothesis', 'where', 'gene_duplications', 'and', 'domain_fusion', 'events', 'result', 'in', 'paralogs', 'that', 'provide', 'another_means', 'of', 'escaping', 'pathogen_inhibitors', '.']","Further_analysis of selection on the_OAS_family in primates , which comprises OAS1 , OAS2 , OAS3 and OASL , suggests a_hypothesis where gene_duplications and domain_fusion events result in paralogs that provide another_means of escaping pathogen_inhibitors .","['Further_analysis', 'selection', 'primates', 'OAS1', 'OAS2', 'OAS3', 'OASL', 'a_hypothesis', 'gene_duplications', 'domain_fusion', 'events', 'paralogs', 'pathogen_inhibitors']"
"BACKGROUND: Sodium channels are heteromultimeric, integral membrane proteins that belong to a superfamily of ion channels. The mutations in genes encoding for sodium channel proteins have been linked with several inherited genetic disorders such as febrile epilepsy, Brugada syndrome, ventricular fibrillation, long QT syndrome, or channelopathy associated insensitivity to pain. In spite of these significant effects that sodium channel proteins/genes could have on human health, there is no publicly available resource focused on sodium channels that would support exploration of the sodium channel related information. RESULTS: We report here Dragon Database for Exploration of Sodium Channels in Human (DDESC), which provides comprehensive information related to sodium channels regarding different entities, such as %22genes and proteins%22, %22metabolites and enzymes%22, %22toxins%22, %22chemicals with pharmacological effects%22, %22disease concepts%22, %22human anatomy%22, %22pathways and pathway reactions%22 and their potential links. DDESC is compiled based on text- and data-mining. It allows users to explore potential associations between different entities related to sodium channels in human, as well as to automatically generate novel hypotheses. CONCLUSION: DDESC is first publicly available resource where the information related to sodium channels in human can be explored at different levels. This database is freely accessible for academic and non-profit users via the worldwide web .","It allows users to explore potential associations between different entities related to sodium channels in human, as well as to automatically generate novel hypotheses.","['It', 'allows', 'users', 'to', 'explore', 'potential_associations', 'between', 'different_entities', 'related', 'to', 'sodium_channels', 'in', 'human', ',', 'as', 'well', 'as', 'to', 'automatically', 'generate', 'novel_hypotheses', '.']","It allows users to explore potential_associations between different_entities related to sodium_channels in human , as well as to automatically generate novel_hypotheses .","['users', 'potential_associations', 'different_entities', 'human', 'novel_hypotheses']"
"Angiotensin converting enzyme (ACE) 2 is a negative regulator of the renin angiotensin system (RAS) through its role to degrade angiotensin II. In rats with subtotal nephrectomy (STNx), adverse cardiac remodelling occurs despite elevated cardiac ACE2 activity. We hypothesised that diminazene aceturate (DIZE), which has been described as having an off-target effect to activate ACE2, would have beneficial cardiac effects in STNx rats. STNx led to hypertension, diastolic dysfunction, left ventricular hypertrophy, cardiac fibrosis, and increased cardiac ACE, ACE2, Ang II and Ang 1–7 levels. Cardiac gene expression of ADAM17 was also increased. In STNx, two-weeks of subcutaneous DIZE (15mg/kg/d) had no effect on blood pressure but improved diastolic dysfunction and cardiac fibrosis, reduced ADAM17 mRNA and shifted the cardiac RAS balance to a cardioprotective profile with reduced ACE and Ang II. There was no change in cardiac ACE2 activity or in cardiac Ang 1–7 levels with DIZE. In conclusion, our results suggest that DIZE exerts a protective effect on the heart under the pathological condition of kidney injury. This effect was not due to improved kidney function, a fall in blood pressure or a reduction in LVH but was associated with a reduction in cardiac ACE and cardiac Ang II levels. As in vitro studies showed no direct effect of DIZE on ACE2 or ACE activity, the precise mechanism of action of DIZE remains to be determined.","We hypothesised that diminazene aceturate (DIZE), which has been described as having an off-target effect to activate ACE2, would have beneficial cardiac effects in STNx rats.","['We', 'hypothesised', 'that', 'diminazene_aceturate', '(DIZE', ')', ',', 'which', 'has', 'been', 'described', 'as', 'having', 'an_off-target_effect', 'to', 'activate', 'ACE2', ',', 'would', 'have', 'beneficial_cardiac_effects', 'in', 'STNx', 'rats', '.']","We hypothesised that diminazene_aceturate (DIZE ) , which has been described as having an_off-target_effect to activate ACE2 , would have beneficial_cardiac_effects in STNx rats .","['diminazene_aceturate (DIZE', 'ACE2', 'beneficial_cardiac_effects', 'STNx', 'rats']"
"Computational (in silico) methods have been developed and widely applied to pharmacology hypothesis development and testing. These in silico methods include databases, quantitative structure-activity relationships, similarity searching, pharmacophores, homology models and other molecular modeling, machine learning, data mining, network analysis tools and data analysis tools that use a computer. Such methods have seen frequent use in the discovery and optimization of novel molecules with affinity to a target, the clarification of absorption, distribution, metabolism, excretion and toxicity properties as well as physicochemical characterization. The first part of this review discussed the methods that have been used for virtual ligand and target-based screening and profiling to predict biological activity. The aim of this second part of the review is to illustrate some of the varied applications of in silico methods for pharmacology in terms of the targets addressed. We will also discuss some of the advantages and disadvantages of in silico methods with respect to in vitro and in vivo methods for pharmacology research. Our conclusion is that the in silico pharmacology paradigm is ongoing and presents a rich array of opportunities that will assist in expediating the discovery of new targets, and ultimately lead to compounds with predicted biological activity for these novel targets.",Computational (in silico) methods have been developed and widely applied to pharmacology hypothesis development and testing.,"['Computational', '(', 'in', 'silico', ')', 'methods', 'have', 'been', 'developed', 'and', 'widely', 'applied', 'to', 'pharmacology_hypothesis_development', 'and', 'testing', '.']",Computational ( in silico ) methods have been developed and widely applied to pharmacology_hypothesis_development and testing .,"['Computational', 'silico', 'methods', 'pharmacology_hypothesis_development', 'testing']"
"To evaluate the most controversial issue concerning current feline coronavirus (FCoV) virology, the coexisting hypotheses of the intrahost and interhost origins of feline infectious peritonitis virus (FIPV) in regard to the pathogenesis of feline infectious peritonitis (FIP), this study aimed to assess the molecular diversity of the membrane gene FCoVs in 190 samples from 10 cats with signs of FIP and in 5 faecal samples from cats without signs of FIP. All samples from the non-FIP cats and 25.26% of the samples from the FIP cats were positive for the FCoV membrane (M) gene. Mutations in this gene consisted of SNP changes randomly scattered among the sequences; few mutations resulted in amino acid changes. No geographic pattern was observed. Of the cats without FIP that harboured FECoV, the amino acid sequence identities for the M gene were 100% among cats (Cats 1–3) from the same cattery, and the overall sequence identity for the M gene was ≥91%. In one cat, two different lineages of FCoV, one enteric and one systemic, were found that segregated apart in the M gene tree. In conclusion, the in vivo mutation transition hypothesis and the circulating high virulent-low virulent FCoV hypothesis have been found to be plausible according to the results obtained from sequencing the M gene.","To evaluate the most controversial issue concerning current feline coronavirus (FCoV) virology, the coexisting hypotheses of the intrahost and interhost origins of feline infectious peritonitis virus (FIPV) in regard to the pathogenesis of feline infectious peritonitis (FIP), this study aimed to assess the molecular diversity of the membrane gene FCoVs in 190 samples from 10 cats with signs of FIP and in 5 faecal samples from cats without signs of FIP.","['To', 'evaluate', 'the_most_controversial_issue', 'concerning', 'current_feline_coronavirus_(FCoV)_virology', ',', 'the_coexisting_hypotheses', 'of', 'the_intrahost_and_interhost_origins', 'of', 'feline_infectious_peritonitis_virus', '(', 'FIPV', ')', 'in', 'regard', 'to', 'the_pathogenesis', 'of', 'feline_infectious_peritonitis', '(', 'FIP', ')', ',', 'this_study', 'aimed', 'to', 'assess', 'the_molecular_diversity', 'of', 'the_membrane_gene', 'FCoVs', 'in', '190_samples', 'from', '10_cats', 'with', 'signs', 'of', 'FIP', 'and', 'in', '5_faecal_samples', 'from', 'cats', 'without', 'signs', 'of', 'FIP', '.']","To evaluate the_most_controversial_issue concerning current_feline_coronavirus_(FCoV)_virology , the_coexisting_hypotheses of the_intrahost_and_interhost_origins of feline_infectious_peritonitis_virus ( FIPV ) in regard to the_pathogenesis of feline_infectious_peritonitis ( FIP ) , this_study aimed to assess the_molecular_diversity of the_membrane_gene FCoVs in 190_samples from 10_cats with signs of FIP and in 5_faecal_samples from cats without signs of FIP .","['the_most_controversial_issue', 'concerning current_feline_coronavirus_(FCoV)_virology', 'the_coexisting_hypotheses', 'the_intrahost_and_interhost_origins', 'feline_infectious_peritonitis_virus', 'FIPV', 'regard', 'feline_infectious_peritonitis', '( FIP', 'this_study', 'the_molecular_diversity', 'the_membrane_gene FCoVs', '190_samples', '10_cats', 'signs', 'FIP', 'cats', 'signs', 'FIP']"
"ACE2 is a newly discovered carboxy-peptidase responsible for the formation of vasodilatory peptides such as angiotensin-(1-7). We hypothesized that ACE2 is part of the brain renin-angiotensin system (RAS) and its expression regulated by the other elements of this system. ACE2 immuno-staining was performed in transgenic mouse brain sections from NSE-AT(1A) (overexpressing AT (1A) receptors), R(+)A(+) (overexpressing angiotensinogen, and renin) and control (non transgenic littermates) mice. Results show that ACE2 staining is widely distributed throughout the brain. Using cell type-specific antibodies, we observed that ACE2 staining is present in the cytoplasm of neuronal cell bodies but not in glial cells. In the subfornical organ, an area lacking the blood brain barrier and sensitive to blood borne angiotensin-II, ACE2 was significantly increased in transgenic mice. Interestingly, ACE2 mRNA and protein expression were inversely correlated in the nucleus of tractus solitarius/dorsal motor nucleus of the vagus and the ventrolateral medulla, when comparing transgenic to non-transgenic mice. These results suggest that ACE2 is localized to the cytoplasm of neuronal cells in the brain, and that ACE2 levels appear highly regulated by other components of the RAS, confirming its involvement in this system. Moreover, ACE2 expression in brain structures involved in the control of cardiovascular function suggests that the carboxypeptidase may have a role in the central regulation of blood pressure and diseases involving the autonomic nervous system such as hypertension.",We hypothesized that ACE2 is part of the brain renin-angiotensin system (RAS) and its expression regulated by the other elements of this system.,"['We', 'hypothesized', 'that', 'ACE2', 'is', 'part', 'of', 'the_brain_renin-angiotensin_system', '(', 'RAS', ')', 'and', 'its_expression', 'regulated', 'by', 'the_other_elements', 'of', 'this_system', '.']",We hypothesized that ACE2 is part of the_brain_renin-angiotensin_system ( RAS ) and its_expression regulated by the_other_elements of this_system .,"['ACE2', 'part', 'the_brain_renin-angiotensin_system', '( RAS', 'the_other_elements', 'this_system']"
"Abstract Rabies virus (RABV) is a neurotropic virus that causes fatal disease in humans and animals. Currently there is no cure for rabies once clinical signs appear. It is believed that once RABV enters the central nervous system (CNS), virus neutralizing antibodies (VNAs) in the periphery cannot pass through the blood–brain barrier (BBB) and into the CNS. Furthermore, it has been hypothesized that VNAs produced in the CNS by invading B cells, rather than those produced in the periphery and then transported into the CNS, are important in clearing RABV from the CNS. In the present study, mouse serum containing VNA was administered intravenously into mice after infection with wild-type RABV. Our studies demonstrate that exogenous administration of VNAs is crucial in the clearance of RABV from the brain and prevent the development of rabies in both immunocompetent and immunocompromised mice as long as the BBB permeability remains enhanced. This present study therefore provides a foundation for the possibility of developing VNA therapy for clinical rabies in humans.","Furthermore, it has been hypothesized that VNAs produced in the CNS by invading B cells, rather than those produced in the periphery and then transported into the CNS, are important in clearing RABV from the CNS.","['Furthermore', ',', 'it', 'has', 'been', 'hypothesized', 'that', 'VNAs', 'produced', 'in', 'the_CNS', 'by', 'invading', 'B_cells', ',', 'rather', 'than', 'those', 'produced', 'in', 'the_periphery', 'and', 'then', 'transported', 'into', 'the_CNS', ',', 'are', 'important', 'in', 'clearing', 'RABV', 'from', 'the_CNS', '.']","Furthermore , it has been hypothesized that VNAs produced in the_CNS by invading B_cells , rather than those produced in the_periphery and then transported into the_CNS , are important in clearing RABV from the_CNS .","['VNAs', 'the_CNS', 'B_cells', 'the_periphery', 'the_CNS', 'RABV', 'the_CNS']"
"BACKGROUND: The damaging effects of exposure to environmental toxicants differentially affect genetically distinct individuals, but the mechanisms contributing to these differences are poorly understood. Genetic variation affects the establishment of the gene regulatory landscape and thus gene expression, and we hypothesized that this contributes to the observed heterogeneity in individual responses to exogenous cellular insults. OBJECTIVES: We performed an in vivo study of how genetic variation and chromatin organization may dictate susceptibility to DNA damage, and influence the cellular response to such damage, caused by an environmental toxicant. MATERIALS AND METHODS: We measured DNA damage, messenger RNA (mRNA) and microRNA (miRNA) expression, and genome-wide chromatin accessibility in lung tissue from two genetically divergent inbred mouse strains, C57BL/6J and CAST/EiJ, both in unexposed mice and in mice exposed to a model DNA-damaging chemical, 1,3-butadiene. RESULTS: Our results showed that unexposed CAST/EiJ and C57BL/6J mice have very different chromatin organization and transcription profiles in the lung. Importantly, in unexposed CAST/EiJ mice, which acquired relatively less 1,3-butadiene-induced DNA damage, we observed increased transcription and a more accessible chromatin landscape around genes involved in detoxification pathways. Upon chemical exposure, chromatin was significantly remodeled in the lung of C57BL/6J mice, a strain that acquired higher levels of 1,3-butadiene–induced DNA damage, around the same genes, ultimately resembling the molecular profile of CAST/EiJ. CONCLUSIONS: These results suggest that strain-specific changes in chromatin and transcription in response to chemical exposure lead to a “compensation” for underlying genetic-driven interindividual differences in the baseline chromatin and transcriptional state. This work represents an example of how chemical and environmental exposures can be evaluated to better understand gene-by-environment interactions, and it demonstrates the important role of chromatin response in transcriptomic changes and, potentially, in deleterious effects of exposure. https://doi.org/10.1289/EHP1937","Genetic variation affects the establishment of the gene regulatory landscape and thus gene expression, and we hypothesized that this contributes to the observed heterogeneity in individual responses to exogenous cellular insults.","['Genetic_variation', 'affects', 'the_establishment', 'of', 'the_gene_regulatory_landscape', 'and', 'thus_gene_expression', ',', 'and', 'we', 'hypothesized', 'that', 'this', 'contributes', 'to', 'the_observed_heterogeneity', 'in', 'individual_responses', 'to', 'exogenous_cellular_insults', '.']","Genetic_variation affects the_establishment of the_gene_regulatory_landscape and thus_gene_expression , and we hypothesized that this contributes to the_observed_heterogeneity in individual_responses to exogenous_cellular_insults .","['Genetic_variation', 'the_gene_regulatory_landscape', 'thus_gene_expression', 'the_observed_heterogeneity', 'individual_responses', 'exogenous_cellular_insults']"
"Building on a series of ground breaking reviews that first defined and drew attention to emerging infectious diseases (EID), the ‘convergence model’ was proposed to explain the multifactorial causality of disease emergence. The model broadly hypothesizes disease emergence is driven by the co-incidence of genetic, physical environmental, ecological, and social factors. We developed and tested a model of the emergence of highly pathogenic avian influenza (HPAI) H5N1 based on suspected convergence factors that are mainly associated with land-use change. Building on previous geospatial statistical studies that identified natural and human risk factors associated with urbanization, we added new factors to test whether causal mechanisms and pathogenic landscapes could be more specifically identified. Our findings suggest that urbanization spatially combines risk factors to produce particular types of peri-urban landscapes with significantly higher HPAI H5N1 emergence risk. The work highlights that peri-urban areas of Viet Nam have higher levels of chicken densities, duck and geese flock size diversities, and fraction of land under rice or aquaculture than rural and urban areas. We also found that land-use diversity, a surrogate measure for potential mixing of host populations and other factors that likely influence viral transmission, significantly improves the model’s predictability. Similarly, landscapes where intensive and extensive forms of poultry production overlap were found at greater risk. These results support the convergence hypothesis in general and demonstrate the potential to improve EID prevention and control by combing geospatial monitoring of these factors along with pathogen surveillance programs.","The model broadly hypothesizes disease emergence is driven by the co-incidence of genetic, physical environmental, ecological, and social factors.","['The_model', 'broadly', 'hypothesizes', 'disease_emergence', 'is', 'driven', 'by', 'the_co-incidence', 'of', 'genetic,_physical_environmental,_ecological,_and_social_factors', '.']","The_model broadly hypothesizes disease_emergence is driven by the_co-incidence of genetic,_physical_environmental,_ecological,_and_social_factors .","['The_model', 'disease_emergence', 'genetic,_physical_environmental,_ecological,_and_social_factors']"
"Scorpion venom components have multifaceted orientation against bacterial, viral, fungal infections and other neuronal disorders. They can modulate the ion channels (K(+), Na(+), Cl(−), Ca(2+)) of our body and this concept has been hypothesized in formulating pharmaceuticals. The triumphant achievement of these venom components as formulated anticancer agent in Phase I and Phase II clinical trials allure researchers to excavate beneficial venom components prohibiting DNA replication in malignant tumor cells. This review brings forth the achievements of Science and Technology in classifying the venom components as therapeutics and further application in drug product development.",this concept has been hypothesized in formulating pharmaceuticals.,"['this_concept', 'has', 'been', 'hypothesized', 'in', 'formulating', 'pharmaceuticals', '.']",this_concept has been hypothesized in formulating pharmaceuticals .,"['this_concept', 'pharmaceuticals']"
"Previously described polyclonal or monoclonal antibodies (mAb) to rabbit CD5, raised against expressed recombinant protein or peptides, recognize CD5 on most rabbit B cells. The mAb KEN-5 was originally reported to recognize rabbit CD5. However, KEN-5 binds almost exclusively to T cells and only to a minor population of B cells. We show here that by Enzyme-linked Immunosorbent Assay (ELISA), KEN-5 binds to recombinant rabbit CD5. This interaction is partially inhibited by polyclonal goat anti-CD5 antibody. In addition, immunoprecipitations from lysates of surface biotinylated rabbit lymphocytes with KEN-5 or our anti-CD5 mAb isolate molecules that migrate identically on gels with the same approximate relative molecular mass of 67,000 M(r). By flow cytometric analyses of individual cells from spleen, thymus and appendix, KEN-5 recognizes CD5-like molecules mainly on T cells and on 3-6% of IgM(+) B cells. Immunohistochemical staining of splenic and appendix tissues and confocal immunofluorescent imaging confirm and extend results from flow cytometric analyses. Quantitation of fluorescent colocalization indicates that staining by KEN-5 colocalizes with staining by anti-CD5 on small percentages lymphocytes in splenic tissue sections. As CD5 has both N- and O-linked glycosylation, we hypothesised that differential binding of KEN-5 to T cells and B-cells may be explained by different glycan structures on the CD5 present on T compared to B cells. This hypothesis is supported by ELISA data that show that deglycosylation diminishes the binding of KEN-5 to recombinant rabbit CD5. Screening KEN-5 on an array with 406 glycans was inconclusive. Although we did not identify a strongly binding glycan structure, the data are suggestive that the epitope recognized by KEN-5 may be influenced by glycan structures. The epitope this mAb recognizes may either be the glycan itself, or more likely, is influenced by neighboring glycan structure. Our findings suggest that development, selection and function of different B- and T-cell subsets or their preferential survival may be directly or indirectly dependent on different glycan structures associated with CD5 or CD5-like molecules expressed on T cells compared to B cells.","As CD5 has both N- and O-linked glycosylation, we hypothesised that differential binding of KEN-5 to T cells and B-cells may be explained by different glycan structures on the CD5 present on T compared to B cells.","['As', 'CD5', 'has', 'both_N-_and_O-linked_glycosylation', ',', 'we', 'hypothesised', 'that', 'differential_binding', 'of', 'KEN-5', 'to', 'T_cells', 'and', 'B-cells', 'may', 'be', 'explained', 'by', 'different_glycan_structures', 'on', 'the_CD5', 'present', 'on', 'T', 'compared', 'to', 'B_cells', '.']","As CD5 has both_N-_and_O-linked_glycosylation , we hypothesised that differential_binding of KEN-5 to T_cells and B-cells may be explained by different_glycan_structures on the_CD5 present on T compared to B_cells .","['CD5', 'both_N-_and_O-linked_glycosylation', 'differential_binding', 'KEN-5', 'T_cells', 'B-cells', 'different_glycan_structures', 'the_CD5', 'present', 'T', 'B_cells']"
"As a key factor in endemic and epidemic dynamics, the geographical distribution of viruses has been frequently interpreted in the light of their genetic histories. Unfortunately, inference of historical dispersal or migration patterns of viruses has mainly been restricted to model-free heuristic approaches that provide little insight into the temporal setting of the spatial dynamics. The introduction of probabilistic models of evolution, however, offers unique opportunities to engage in this statistical endeavor. Here we introduce a Bayesian framework for inference, visualization and hypothesis testing of phylogeographic history. By implementing character mapping in a Bayesian software that samples time-scaled phylogenies, we enable the reconstruction of timed viral dispersal patterns while accommodating phylogenetic uncertainty. Standard Markov model inference is extended with a stochastic search variable selection procedure that identifies the parsimonious descriptions of the diffusion process. In addition, we propose priors that can incorporate geographical sampling distributions or characterize alternative hypotheses about the spatial dynamics. To visualize the spatial and temporal information, we summarize inferences using virtual globe software. We describe how Bayesian phylogeography compares with previous parsimony analysis in the investigation of the influenza A H5N1 origin and H5N1 epidemiological linkage among sampling localities. Analysis of rabies in West African dog populations reveals how virus diffusion may enable endemic maintenance through continuous epidemic cycles. From these analyses, we conclude that our phylogeographic framework will make an important asset in molecular epidemiology that can be easily generalized to infer biogeogeography from genetic data for many organisms.","Here we introduce a Bayesian framework for inference, visualization and hypothesis testing of phylogeographic history.","['Here', 'we', 'introduce', 'a_Bayesian_framework', 'for', 'inference', ',', 'visualization', 'and', 'hypothesis_testing', 'of', 'phylogeographic_history', '.']","Here we introduce a_Bayesian_framework for inference , visualization and hypothesis_testing of phylogeographic_history .","['inference', 'visualization', 'hypothesis_testing', 'phylogeographic_history']"
"The current scenario regarding the widespread Zika virus (ZIKV) has resulted in numerous diagnostic studies, specifically in South America and in locations where there is frequent entry of travelers returning from ZIKV-affected areas, including pregnant women with or without clinical symptoms of ZIKV infection. The World Health Organization, WHO, announced that millions of cases of ZIKV are likely to occur in the USA in the near future. This situation has created an alarming public health emergency of international concern requiring the detection of this life-threatening viral candidate due to increased cases of newborn microcephaly associated with ZIKV infection. Hence, this review reports possible methods and strategies for the fast and reliable detection of ZIKV with particular emphasis on current updates, knowledge, and new hypotheses that might be helpful for medical professionals in poor and developing countries that urgently need to address this problem. In particular, we emphasize liposome-based biosensors. Although these biosensors are currently among the less popular tools for human disease detection, they have become useful tools for the screening and detection of pathogenic bacteria, fungi, and viruses because of their versatile advantageous features compared to other sensing devices. This review summarizes the currently available methods employed for the rapid detection of ZIKV and suggests an innovative approach involving the application of a liposome-based hypothesis for the development of new strategies for ZIKV detection and their use as effective biomedicinal tools.","Hence, this review reports possible methods and strategies for the fast and reliable detection of ZIKV with particular emphasis on current updates, knowledge, and new hypotheses that might be helpful for medical professionals in poor and developing countries that urgently need to address this problem.","['Hence', ',', 'this_review', 'reports', 'possible_methods', 'and', 'strategies', 'for', 'the_fast_and_reliable_detection', 'of', 'ZIKV', 'with', 'particular_emphasis', 'on', 'current_updates', ',', 'knowledge', ',', 'and', 'new_hypotheses', 'that', 'might', 'be', 'helpful', 'for', 'medical_professionals', 'in', 'poor_and_developing_countries', 'that', 'urgently', 'need', 'to', 'address', 'this_problem', '.']","Hence , this_review reports possible_methods and strategies for the_fast_and_reliable_detection of ZIKV with particular_emphasis on current_updates , knowledge , and new_hypotheses that might be helpful for medical_professionals in poor_and_developing_countries that urgently need to address this_problem .","['this_review', 'possible_methods', 'strategies', 'the_fast_and_reliable_detection', 'ZIKV', 'particular_emphasis', 'current_updates', 'knowledge', 'new_hypotheses', 'medical_professionals', 'poor_and_developing_countries', 'this_problem']"
"Mannose-binding lectin (MBL) is a key soluble effector of the innate immune system that recognizes pathogen-specific surface glycans. Surprisingly, low-producing MBL genetic variants that may predispose children and immunocompromised individuals to infectious diseases are more common than would be expected in human populations. Since certain immune defense molecules, such as immunoglobulins, can be exploited by invasive pathogens, we hypothesized that MBL might also enhance infections in some circumstances. Consequently, the low and intermediate MBL levels commonly found in human populations might be the result of balancing selection. Using model infection systems with pseudotyped and authentic glycosylated viruses, we demonstrated that MBL indeed enhances infection of Ebola, Hendra, Nipah and West Nile viruses in low complement conditions. Mechanistic studies with Ebola virus (EBOV) glycoprotein pseudotyped lentiviruses confirmed that MBL binds to N-linked glycan epitopes on viral surfaces in a specific manner via the MBL carbohydrate recognition domain, which is necessary for enhanced infection. MBL mediates lipid-raft-dependent macropinocytosis of EBOV via a pathway that appears to require less actin or early endosomal processing compared with the filovirus canonical endocytic pathway. Using a validated RNA interference screen, we identified C1QBP (gC1qR) as a candidate surface receptor that mediates MBL-dependent enhancement of EBOV infection. We also identified dectin-2 (CLEC6A) as a potentially novel candidate attachment factor for EBOV. Our findings support the concept of an innate immune haplotype that represents critical interactions between MBL and complement component C4 genes and that may modify susceptibility or resistance to certain glycosylated pathogens. Therefore, higher levels of native or exogenous MBL could be deleterious in the setting of relative hypocomplementemia which can occur genetically or because of immunodepletion during active infections. Our findings confirm our hypothesis that the pressure of infectious diseases may have contributed in part to evolutionary selection of MBL mutant haplotypes.","Since certain immune defense molecules, such as immunoglobulins, can be exploited by invasive pathogens, we hypothesized that MBL might also enhance infections in some circumstances.","['Since', 'certain_immune_defense_molecules', ',', 'such', 'as', 'immunoglobulins', ',', 'can', 'be', 'exploited', 'by', 'invasive_pathogens', ',', 'we', 'hypothesized', 'that', 'MBL', 'might', 'also', 'enhance', 'infections', 'in', 'some_circumstances', '.']","Since certain_immune_defense_molecules , such as immunoglobulins , can be exploited by invasive_pathogens , we hypothesized that MBL might also enhance infections in some_circumstances .","['certain_immune_defense_molecules', 'immunoglobulins', 'invasive_pathogens', 'MBL', 'infections', 'some_circumstances']"
"Combination antiretroviral therapy fails in complete suppression of HIV-1 due to drug resistance and persistent latency. Novel therapeutic intervention requires knowledge of intracellular pathways responsible for viral replication, specifically those untargeted by antiretroviral drugs. An understudied phenomenon is the nucleolar localization of Rev phosphoprotein, which completes nucleocytoplasmic transport of unspliced/partially spliced HIV mRNA through multimerization with intronic cis-acting targets—the Rev-response element (RRE). Rev contains a nucleolar localization signal (NoLS) comprising the COOH terminus of the arginine-rich motif for accumulation within nucleoli—speculated as the interaction ground for Rev with cellular proteins mediating mRNA-independent nuclear export and splicing. Functionality of Rev nucleolar access during HIV-1 production and infection was investigated in the context of deletion and single-point mutations within Rev-NoLS. Mutations induced upon Rev-NoLS are hypothesized to inactivate the HIV-1 infectious cycle. HIV-1(HXB2) replication ceased with Rev mutations lacking nucleolar access due to loss or replacement of multiple arginine residues. Rev mutations missing single arginine residues remained strictly nucleolar in pattern and participated in proviral production, however, with reduced efficiency. Viral RNA packaging also decreased in efficiency after expression of nucleolar-localizing mutations. These results were observed during propagation of variant HIV-1(NL4-3) containing nucleolar-localizing mutations within the viral backbone (M4, M5, and M6). Lentiviral particles produced with Rev single-point mutations were transducible at extremely low frequency. Similarly, HIV-1(NL4-3) Rev-NoLS variants lost infectivity, unlike virulent WT (wild type) HIV-1(NL4-3). HIV-1(NL4-3) variants were capable of CD4(+) host entry and reverse transcription as WT HIV-1(NL4-3), but lacked ability to complete a full infectious cycle. We currently reveal that viral integration is deregulated in the presence of Rev-NoLS mutations.",Mutations induced upon Rev-NoLS are hypothesized to inactivate the HIV-1 infectious cycle.,"['Mutations', 'induced', 'upon', 'Rev-NoLS', 'are', 'hypothesized', 'to', 'inactivate', 'the_HIV-1_infectious_cycle', '.']",Mutations induced upon Rev-NoLS are hypothesized to inactivate the_HIV-1_infectious_cycle .,"['Mutations', 'Rev-NoLS']"
